variants,batchSeed,metaPowerMultiplier,permanentMissChance,pickupReactionSeconds,pickupReactionJitterSeconds,pickupActionIntervalSeconds,perkDecisionSeconds,simulationHz,totalWaves,runIndex,gameplaySeed,botSeed,win,timedOut,activeDurationSeconds,estimatedWallDurationSeconds,waveReached,level,perkDecisions,kills,merges,formed3Star,locked3Star,consumes,dropsGenerated,collected,expired,cardsFull,permanentlyMissedDrops,unresolvedDrops,expiredRate,collectedRate,mergesBeforeBoss,mergesPerRegularWave,breatherSeconds,breatherShare,bossReached,bossKilled,bossBreached,bossEntryFormed3Star,bossEntryLocked3Star,bossEntryCollected,bossSpawnFormed3Star,bossSpawnLocked3Star,bossSpawnCollected,preBossKillFormed3Star,preBossKillLocked3Star,preBossKillCollected,bossFightDurationSeconds,bossShare,peakEnemies,peakBullets,peakDrops,peakParticles
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,91,3239144485,1960303496,false,false,807.0999999999233,825.0999999999233,9,7,6,179,25,8,3,6,41,39,2,6,2,0,0.04878048780487805,0.9512195121951219,21,2.625,167.7333333333248,0.20782224424896634,1,0,1,6,3,33,7,3,38,0,0,0,0,0,2,5,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,92,1924126919,3688351243,false,false,813.666666666584,831.666666666584,9,7,6,179,29,8,3,12,57,51,6,12,6,0,0.10526315789473684,0.8947368421052632,25,3.125,167.7333333333248,0.20614502253175973,1,0,1,7,3,40,8,3,51,0,0,0,0,0,5,6,3,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,93,2784716749,3071825351,false,false,790.9999999999379,808.9999999999379,9,7,6,179,19,5,3,5,44,34,10,5,10,0,0.22727272727272727,0.7727272727272727,16,2,167.7333333333248,0.21205225453013649,1,0,1,5,3,26,5,3,34,0,0,0,0,0,5,5,3,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,94,4011032937,1061175039,false,false,776.1999999999514,794.1999999999514,9,7,6,179,13,3,2,1,29,24,5,1,5,0,0.1724137931034483,0.8275862068965517,12,1.5,167.7333333333248,0.21609550803057884,1,0,1,3,2,20,3,2,24,0,0,0,0,0,6,10,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,95,554532066,1805251060,false,false,758.666666666634,776.666666666634,9,7,6,179,22,7,3,4,45,36,9,4,9,0,0.2,0.8,18,2.25,167.7333333333248,0.22108963093145698,1,0,1,5,3,29,7,3,36,0,0,0,0,0,2,5,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,96,303311596,432556793,true,false,767.0333333332931,785.0333333332931,9,7,6,180,18,5,3,3,37,31,6,3,6,0,0.16216216216216217,0.8378378378378378,16,2,167.7333333333248,0.2186780235539528,1,1,0,5,3,25,5,3,30,5,3,30,84.53333333325645,0.11020816131405965,6,11,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,97,2259200563,2457409816,false,false,818.733333333246,836.733333333246,9,7,6,179,23,7,3,9,45,42,3,9,3,0,0.06666666666666667,0.9333333333333333,18,2.25,167.7333333333248,0.20486931031676087,1,0,1,5,3,32,7,3,42,0,0,0,0,0,3,5,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,98,3329616752,961188463,false,false,804.7333333332588,822.7333333332588,9,7,6,179,24,7,3,9,49,43,6,9,6,0,0.12244897959183673,0.8775510204081632,20,2.5,167.7333333333248,0.20843343550659474,1,0,1,6,3,35,7,3,43,0,0,0,0,0,6,6,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,99,2675902986,2873391931,false,false,830.4666666665687,848.4666666665687,9,7,6,179,26,8,3,9,49,45,4,9,4,0,0.08163265306122448,0.9183673469387755,22,2.75,167.7333333333248,0.2019747932889274,1,0,1,6,3,36,8,3,45,0,0,0,0,0,5,9,1,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,100,309787450,158724146,false,false,783.966666666611,801.966666666611,9,7,6,179,24,7,3,15,55,49,6,15,6,0,0.10909090909090909,0.8909090909090909,21,2.625,167.7333333333248,0.21395467494366688,1,0,1,6,3,37,7,3,47,0,0,0,0,0,5,6,4,0
